japanese,english
平和,Heiwa
にしはっちょうめ,Nishihatchōme
西8丁目,Nishihatchōme
にしじゅういっちょうめ,Nishijūitchōme
西11丁目,Nishijūitchōme
ちゅうおうくやくしょまえ,Chūōkuyakushomae
中央区役所前,Chūōkuyakushomae
にしにじゅうはっちょうめ,Nishinijūhatchōme
西28丁目,Nishinijūhatchōme
ひがしさっぽろ,Higashisapporo
東札幌,Higashisapporo
すすきの,Susukino
すすきの,Susukino
しんさっぽろ,Shinsapporo
新札幌,Shinsapporo
しせいかんしょうがっこうまえ,Shiseikanshōgakkōmae
資生館小学校前,Shiseikanshōgakkōmae
ほうすいすすきの,Hōsuisusukino
豊水すすきの,Hōsuisusukino
にしじゅうはっちょうめ,Nishijūhatchōme
西18丁目,Nishijūhatchōme
にしじゅうごちょうめ,Nishijūgochōme
西15丁目,Nishijūgochōme
まるやまこうえん,Maruyamakōen
円山公園,Maruyamakōen
ひがしほんがんじまえ,Higashihonganjimae
東本願寺前,Higashihonganjimae
がくえんまえ,Gakuenmae
学園前,Gakuenmae
にしせんろくじょう,Nishisenrokujō
西線6条,Nishisenrokujō
なかじまこうえん,Nakajimakōen
中島公園,Nakajimakōen
やまはなくじょう,Yamahanakujō
山鼻9条,Yamahanakujō
なんごうななちょうめ,Nangōnanachōme
南郷7丁目,Nangōnanachōme
ひばりがおか,Hibarigaoka
ひばりが丘,Hibarigaoka
にしせんくじょうあさひやまこうえんどおり,Nishisenkujūasahiyamakōendōri
西線9条旭山公園通,Nishisenkujūasahiyamakōendōri
なかじまこうえんどおり,Nakajimakōendōri
中島公園通,Nakajimakōendōri
とよひらこうえん,Toyohirakōen
豊平公園,Toyohirakōen
しんゆうばり,Shinyūbari
新夕張,Shinyūbari
なんごうじゅうさんちょうめ,Nangōjūsanchōme
南郷13丁目,Nangōjūsanchōme
にしせんじゅういちじょう,Nishisenjūichijō
西線11条,Nishisenjūichijō
おおやち,Ōyachi
大谷地,Ōyachi
ぎょうけいどおり,Gyōkeidōri
行啓通,Gyōkeidōri
なんごうじゅうはっちょうめ,Nangōjūhatchōme
南郷18丁目,Nangōjūhatchōme
ふるさん,Furusan
古山,Furusan
ほろひらばし,Horohirabashi
幌平橋,Horohirabashi
みその,Misono
美園,Misono
なかのしま,Nakanoshima
中の島,Nakanoshima
にしせんじゅうよんじょう,Nishisenjūyonjō
西線14条,Nishisenjūyonjō
せいしゅうがくえんまえ,Seishūgakuenmae
静修学園前,Seishūgakuenmae
ひらぎし,Hiragishi
平岸,Hiragishi
つきさむちゅうおう,Tsukisamuchūō
月寒中央,Tsukisamuchūō
にしせんじゅうろくじょう,Nishisenjūrokujō
西線16条,Nishisenjūrokujō
やまはなじゅうくじょう,Yamahanajūkujō
山鼻19条,Yamahanajūkujō
かみのっぽろ,Kaminopporo
上野幌,Kaminopporo
こうなんしょうがっこうまえ,Kōnanshōgakkōmae
幌南小学校前,Kōnanshōgakkōmae
ロープウェイいりぐち,Ropuweiiriguchi
ロープウェイ入口,Ropuweiiriguchi
ひがしとんでんどおり,Higashitondendōri
東屯田通,Higashitondendōri
いしやまどおり,Ishiyamadōri
石山通,Ishiyamadōri
みなみひらぎし,Minamihiragishi
南平岸,Minamihiragishi
ちゅうおうとしょかんまえ,Chūōtoshokanmae
中央図書館前,Chūōtoshokanmae
でんしゃじぎょうしょまえ,Denshajigyōshomae
電車事業所前,Denshajigyōshomae
ふくずみ,Fukuzumi
福住,Fukuzumi
とみさと,Tomisato
十三里,Tomisato
すみかわ,Sumikawa
澄川,Sumikawa
みかわ,Mikawa
三川,Mikawa
きたひろしま,Kitahiroshima
北広島,Kitahiroshima
たきのうえ,Takinoue
滝ノ上,Takinoue
じえいたいまえ,Jieitaimae
自衛隊前,Jieitaimae
かわばた,Kawabata
川端,Kawabata
まこまない,Makomanai
真駒内,Makomanai
ひがしおいわけ,Higashioiwake
東追分,Higashioiwake
しままつ,Shimamatsu
島松,Shimamatsu
おいわけ,Oiwake
追分,Oiwake
めぐみの,Megumino
恵み野,Megumino
えにわ,Eniwa
恵庭,Eniwa
さっぽろびーるていえん,Sapporo Beer Teien
サッポロビール庭園,Sapporo Beer Teien
おさつ,Osatsu
長都,Osatsu
あびら,Abira
安平,Abira
ちとせ,Chitose
千歳,Chitose
みなみちとせ,Minamichitose
南千歳,Minamichitose
はやきた,Hayakita
早来,Hayakita
しんちとせくうこう,New Chitose Airport Railway Station
新千歳空港,New Chitose Airport Railway Station
びび,Bibi
美々,Bibi
とあさ,Toasa
遠浅,Toasa
うえなえ,Uenae
植苗,Uenae
ぬまのはた,Numanohata
沼ノ端,Numanohata
ゆうふつ,Yūfutsu
勇払,Yūfutsu
はまあつま,Hamaatsuma
浜厚真,Hamaatsuma
はまたうら,Hamataura
浜田浦,Hamataura
とまこまい,Tomakomai
苫小牧,Tomakomai
むかわ,Mukawa
鵡川,Mukawa
あおば,Aoba
青葉,Aoba
いとい,Itoi
糸井,Itoi
しおみ,Shiomi
汐見,Shiomi
とみかわ,Tomikawa
富川,Tomikawa
にしきおか,Nishikioka
錦岡,Nishikioka
ひだかもんべつ,Hidakamonbetsu
日高門別,Hidakamonbetsu
とよさと,Toyosato
豊郷,Toyosato
きよはた,Kiyohata
清畠,Kiyohata
しゃだい,Shadai
社台,Shadai
しらおい,Shiraoi
白老,Shiraoi
はぎの,Hagino
萩野,Hagino
きたよしはら,Kitayoshihara
北吉原,Kitayoshihara
こじょうはま,Kojōhama
虎杖浜,Kojōhama
のぼりべつ,Noboribetsu
登別,Noboribetsu
とみうら,Tomiura
富浦,Tomiura
ほろべつ,Horobetsu
幌別,Horobetsu
わしべつ,Washibetsu
鷲別,Washibetsu
わにし,Wanishi
輪西,Wanishi
しもきた,Shimokita
下北,Shimokita
おおみなと,Ōminato
大湊,Ōminato
あかがわ,Akagawa
赤川,Akagawa
かなやさわ,Kanayasawa
金谷沢,Kanayasawa
ちかがわ,Chikagawa
近川,Chikagawa
ありはた,Arihata
有畑,Arihata
むつよこはま,Mutsuyokohama
陸奥横浜,Mutsuyokohama
ふっこし,Fukkoshi
吹越,Fukkoshi
ありと,Arito
有戸,Arito
しみずがわ,Shimizugawa
清水川,Shimizugawa
かりばさわ,Karibasawa
狩場沢,Karibasawa
きたのへじ,Kitanoheji
北野辺地,Kitanoheji
のへじ,Noheji
野辺地,Noheji
ちびき,Chibiki
千曳,Chibiki
おっとも,Ottomo
乙供,Ottomo
かみきたちょう,Kamikitachō
上北町,Kamikitachō
こがわら,Kogawara
小川原,Kogawara
みさわ,Misawa
三沢,Misawa
おおまがり,Ōmagari
大曲,Ōmagari
やなぎさわ,Yanagisawa
柳沢,Yanagisawa
しちひゃく,Shichihyaku
七百,Shichihyaku
むかいやま,Mukaiyama
向山,Mukaiyama
ふるさと,Furusato
古里,Furusato
さんのうこうまえ,Sannōkōmae
三農校前,Sannōkōmae
たかしず,Takashizu
高清水,Takashizu
きたさとだいがくまえ,Kitasato Daigakumae
北里大学前,Kitasato Daigakumae
こうぎょうこうこうまえ,Kōgyō Kōkōmae
工業高校前,Kōgyō Kōkōmae
しもだ,Shimoda
下田,Shimoda
ひがしのだんち,Higashino Danchi
ひがし野団地,Higashino Danchi
とわだし,Towada Shi
十和田市,Towada Shi
むついちかわ,Mutsuichikawa
陸奥市川,Mutsuichikawa
ぷれいぴあしらはま,Pureipia Shirahama
プレイピア白浜,Pureipia Shirahama
むつしらはま,Mutsushirahama
陸奥白浜,Mutsushirahama
たねさしかいがん,Tanesashikaigan
種差海岸,Tanesashikaigan
しろがね,Shirogane
白銀,Shirogane
おおくき,Ōkuki
大久喜,Ōkuki
ながなわしろ,Naganawashiro
長苗代,Naganawashiro
かねはま,Kanehama
金浜,Kanehama
おおじゃ,Ōja
大蛇,Ōja
はしかみ,Hashikami
階上,Hashikami
はちのへ,Hachinohe
八戸,Hachinohe
かどのはま,Kadonohama
角の浜,Kadonohama
ひらない,Hiranai
平内,Hiranai
たねいち,Taneichi
種市,Taneichi
きたたかいわ,Kitatakaiwa
北高岩,Kitatakaiwa
とまべち,Tomabechi
苫米地,Tomabechi
たまがわ,Tamagawa
玉川,Tamagawa
しゅくのへ,Shukunohe
宿戸,Shukunohe
けんよし,Ken’yoshi
剣吉,Ken’yoshi
りくちゅうやぎ,Rikuchūyagi
陸中八木,Rikuchūyagi
ありえ,Arie
有家,Arie
りくちゅうなかの,Rikuchūnakano
陸中中野,Rikuchūnakano
すわのたいら,Suwanotaira
諏訪ノ平,Suwanotaira
さんのへ,Sannohe
三戸,Sannohe
めとき,Metoki
目時,Metoki
りくちゅうなつい,Rikuchūnatsui
陸中夏井,Rikuchūnatsui
きんたいちおんせん,Kintaichi Onsen
金田一温泉,Kintaichi Onsen
くじ,Kuji
久慈,Kuji
とまい,Tomai
斗米,Tomai
にのへ,Ninohe
二戸,Ninohe
りくちゅううべ,Rikuchūube
陸中宇部,Rikuchūube
りくちゅうのだ,Rikuchūnoda
陸中野田,Rikuchūnoda
のだたまがわ,Nodatamagawa
野田玉川,Nodatamagawa
いちのへ,Ichinohe
一戸,Ichinohe
ほりない,Horinai
堀内,Horinai
しらいかいがん,Shiraikaigan
白井海岸,Shiraikaigan
こずや,Kozuya
小鳥谷,Kozuya
ふだい,Fudai
普代,Fudai
こつなぎ,Kotsunagi
小繋,Kotsunagi
よこま,Yokoma
横間,Yokoma
おくなかやまこうげん,Okunakayamakōgen
奥中山高原,Okunakayamakōgen
こやのはた,Koyanohata
小屋の畑,Koyanohata
みどう,Midō
御堂,Midō
あかさかた,Akasakata
赤坂田,Akasakata
しおや,Shioya
塩谷,Shioya
らんしま,Ranshima
蘭島,Ranshima
よいち,Yoichi
余市,Yoichi
にき,Niki
仁木,Niki
しかりべつ,Shikaribetsu
然別,Shikaribetsu
ぎんざん,Ginzan
銀山,Ginzan
おざわ,Ozawa
小沢,Ozawa
くっちゃん,Kutchan
倶知安,Kutchan
ひらふ,Hirafu
比羅夫,Hirafu
にせこ,Niseko
ニセコ,Niseko
らんこし,Rankoshi
蘭越,Rankoshi
こんぶ,Konbu
昆布,Konbu
めな,Mena
目名,Mena
ねっぷ,Neppu
熱郛,Neppu
くろまつない,Kuromatsunai
黒松内,Kuromatsunai
わらびたい,Warabitai
蕨岱,Warabitai
とようら,Toyoura
豊浦,Toyoura
おおきし,Ōkishi
大岸,Ōkishi
こぼろ,Koboro
小幌,Koboro
しずかり,Shizukari
静狩,Shizukari
とうや,Tōya
洞爺,Tōya
ふたまた,Futamata
二股,Futamata
あさひはま,Asahihama
旭浜,Asahihama
うす,Usu
有珠,Usu
ながわ,Nagawa
長和,Nagawa
おしゃまんべ,Oshamanbe
長万部,Oshamanbe
きたふなおか,Kitafunaoka
北舟岡,Kitafunaoka
まれっぷ,Mareppu
稀府,Mareppu
くんぬい,Kunnui
国縫,Kunnui
こがね,Kogane
黄金,Kogane
さきもり,Sakimori
崎守,Sakimori
きたとよつ,Kitatoyotsu
北豊津,Kitatoyotsu
みさき,Misaki
御崎,Misaki
ぼこい,Bokoi
母恋,Bokoi
くろいわ,Kuroiwa
黒岩,Kuroiwa
やまさき,Yamasaki
山崎,Yamasaki
わしのす,Washinosu
鷲ノ巣,Washinosu
やくも,Yakumo
八雲,Yakumo
やまこし,Yamakoshi
山越,Yamakoshi
のだおい,Nodaoi
野田生,Nodaoi
おとしべ,Otoshibe
落部,Otoshibe
いしくら,Ishikura
石倉,Ishikura
ほんいしくら,Honishikura
本石倉,Honishikura
おしまさわら,Oshimasawara
渡島砂原,Oshimasawara
いしや,Ishiya
石谷,Ishiya
かかりま,Kakarima
掛澗,Kakarima
おしまぬまじり,Oshimanumajiri
渡島沼尻,Oshimanumajiri
おしろない,Oshironai
尾白内,Oshironai
かつらがわ,Katsuragawa
桂川,Katsuragawa
もり,Mori
森,Mori
ひがしもり,Higashimori
東森,Higashimori
ひめかわ,Himekawa
姫川,Himekawa
しかべ,Shikabe
鹿部,Shikabe
ひがしやま,Higashiyama
東山,Higashiyama
こまがたけ,Komagatake
駒ヶ岳,Komagatake
ちょうしぐち,Chōshiguchi
銚子口,Chōshiguchi
ながれやまおんせん,Nagareyamaonsen
流山温泉,Nagareyamaonsen
あかいがわ,Akaigawa
赤井川,Akaigawa
いけだえん,Ikedaen
池田園,Ikedaen
おおぬまこうえん,Ōnumakōen
大沼公園,Ōnumakōen
おおぬま,Ōnuma
大沼,Ōnuma
にやま,Niyama
仁山,Niyama
おしまおおの,Oshimaōno
渡島大野,Oshimaōno
ななえ,Nanae
七飯,Nanae
おおなかやま,Ōnakayama
大中山,Ōnakayama
ききょう,Kikyō
桔梗,Kikyō
ひがしくねべつ,Higashikunebetsu
東久根別,Higashikunebetsu
くねべつ,Kunebetsu
久根別,Kunebetsu
きよかわぐち,Kiyokawaguchi
清川口,Kiyokawaguchi
えさし,Esashi
江差,Esashi
ななえはま,Nanaehama
七重浜,Nanaehama
かみいそ,Kamiiso
上磯,Kamiiso
すぎなみちょう,Suginamichō
杉並町,Suginamichō
ごりょうかくこうえんまえ,Goryōkakukōenmae
五稜郭公園前,Goryōkakukōenmae
かしわぎちょう,Kashiwagichō
柏木町,Kashiwagichō
ふかぼりちょう,Fukaborichō
深堀町,Fukaborichō
けいばじょうまえ,Keibajōmae
競馬場前,Keibajōmae
ちゅうおうびょういんまえ,Chūōbyōinmae
中央病院前,Chūōbyōinmae
こまばしゃこまえ,Komabashakomae
駒場車庫前,Komabashakomae
しみんかいかんまえ,Shiminkaikanmae
市民会館前,Shiminkaikanmae
ゆのかわ,Yunokawa
湯の川,Yunokawa
ちよがだい,Chiyogadai
千代台,Chiyogadai
ゆのかわおんせん,Yunokawaonsen
湯の川温泉,Yunokawaonsen
ほりかわちょう,Horikawachō
堀川町,Horikawachō
しょうわばし,Shōwabashi
昭和橋,Shōwabashi
ちとせちょう,Chitosechō
千歳町,Chitosechō
しんかわちょう,Shinkawachō
新川町,Shinkawachō
はこだてえきまえ,Hakodateekimae
函館駅前,Hakodateekimae
まつかぜちょう,Matsukazechō
松風町,Matsukazechō
はこだてどっくまえ,Hakodate Dock-mae
函館どっく前,Hakodate Dock-mae
しやくしょまえ,Shiyakushomae
市役所前,Shiyakushomae
おおまち,Ōmachi
大町,Ōmachi
うおいちばどおり,Uoichibadōri
魚市場通,Uoichibadōri
すえひろちょう,Suehirochō
末広町,Suehirochō
かみのくに,Kaminokuni
上ノ国,Kaminokuni
じゅうじがい,Jūjigai
十字街,Jūjigai
ほうらいちょう,Hōraichō
宝来町,Hōraichō
あおやぎちょう,Aoyagichō
青柳町,Aoyagichō
もへじ,Moheji
茂辺地,Moheji
やちがしら,Yachigashira
谷地頭,Yachigashira
なかすだ,Nakasuda
中須田,Nakasuda
かつらおか,Katsuraoka
桂岡,Katsuraoka
おしまとうべつ,Oshimatōbetsu
渡島当別,Oshimatōbetsu
みやこし,Miyakoshi
宮越,Miyakoshi
ゆのたい,Yunotai
湯ノ岱,Yunotai
しんめい,Shinmei
神明,Shinmei
かまや,Kamaya
釜谷,Kamaya
いずみさわ,Izumisawa
泉沢,Izumisawa
さつかり,Satsukari
札苅,Satsukari
よしぼり,Yoshibori
吉堀,Yoshibori
きこない,Kikonai
木古内,Kikonai
おしまつるおか,Oshimatsuruoka
渡島鶴岡,Oshimatsuruoka
しりうち,Shiriuchi
知内,Shiriuchi
よしおかかいてい,Yoshiokakaitei
吉岡海底,Yoshiokakaitei
たっぴかいてい,Tappi Kaitei
竜飛海底,Tappi Kaitei
みんまや,Minmaya
三厩,Minmaya
いまべつ,Imabetsu
今別,Imabetsu
つがるはまな,Tsugaruhamana
津軽浜名,Tsugaruhamana
おおかわだい,Ōkawadai
大川平,Ōkawadai
つがるふたまた,Tsugarufutamata
津軽二股,Tsugarufutamata
つがるいまべつ,Tsugaruimabetsu
津軽今別,Tsugaruimabetsu
おおだい,Ōdai
大平,Ōdai
なかおぐに,Nakaoguni
中小国,Nakaoguni
かにた,Kanita
蟹田,Kanita
せへじ,Seheji
瀬辺地,Seheji
ごうさわ,Gōsawa
郷沢,Gōsawa
よもぎた,Yomogita
蓬田,Yomogita
こみなと,Kominato
小湊,Kominato
にしひらない,Nishihiranai
西平内,Nishihiranai
なかさわ,Nakasawa
中沢,Nakasawa
つがるなかさと,Tsugaru-nakasato
津軽中里,Tsugaru-nakasato
うしろがた,Ushirogata
後潟,Ushirogata
ふこうだ,Fukōda
深郷田,Fukōda
おおさわない,Ōsawanai
大沢内,Ōsawanai
ひだりせき,Hidariseki
左堰,Hidariseki
あさむしおんせん,Asamushi Onsen
浅虫温泉,Asamushi Onsen
かわくら,Kawakura
川倉,Kawakura
おくない,Okunai
奥内,Okunai
あしのこうえん,Ashino Kōen
芦野公園,Ashino Kōen
つがるみやた,Tsugaru-miyata
津軽宮田,Tsugaru-miyata
かなぎ,Kanagi
金木,Kanagi
かせ,Kase
嘉瀬,Kase
あぶらかわ,Aburakawa
油川,Aburakawa
やだまえ,Yadamae
矢田前,Yadamae
びしゃもん,Bishamon
毘沙門,Bishamon
おやなぎ,Oyanagi
小柳,Oyanagi
しんあおもり,Shin-aomori Statuib
新青森,Shin-aomori Statuib
つがるしんじょう,Tsugaru-shinjō
津軽新城,Tsugaru-shinjō
ひがしあおもり,Higashiaomori
東青森,Higashiaomori
つがるいいづめ,Tsugaru-iizume
津軽飯詰,Tsugaru-iizume
ごのうこうまえ,Gonōkōmae
五農校前,Gonōkōmae
とおかわ,Togawa
とがわ,Togawa
十川,Togawa
つがるごしょがわら,Tsugaru-goshogawara
津軽五所川原,Tsugaru-goshogawara
つるがさか,Tsurugasaka
鶴ヶ坂,Tsurugasaka
ごしょがわら,Goshogawara
五所川原,Goshogawara
きづくり,Kizukuri
木造,Kizukuri
ちゅうでん,Nakata
なかた,Nakata
中田,Nakata
こしみず,Koshimizu
越水,Koshimizu
むつもりた,Mutsu-morita
陸奥森田,Mutsu-morita
だいしゃか,Daishaka
大釈迦,Daishaka
なるさわ,Narusawa
鳴沢,Narusawa
あじがさわ,Ajigasawa
鰺ヶ沢,Ajigasawa
むつつるだ,Mutsu-tsuruda
陸奥鶴田,Mutsu-tsuruda
せんじょうじき,Senjōjiki
千畳敷,Senjōjiki
むつあかいし,Mutsu-akaishi
陸奥赤石,Mutsu-akaishi
つるどまり,Tsurudomari
鶴泊,Tsurudomari
おおどせ,Ōdose
大戸瀬,Ōdose
きたかながさわ,Kitakanegasawa
きたかねがさわ,Kitakanegasawa
北金ヶ沢,Kitakanegasawa
なみおか,Namioka
浪岡,Namioka
むつやなぎた,Mutsu-yanagita
陸奥柳田,Mutsu-yanagita
かそせ,Kasose
風合瀬,Kasose
いたやなぎ,Itayanagi
板柳,Itayanagi
とどろき,Todoroki
驫木,Todoroki
きたときわ,Kitatokiwa
北常盤,Kitatokiwa
はやしざき,Hayashizaki
林崎,Hayashizaki
おいらせ,Oirase
追良瀬,Oirase
ふじさき,Fujisaki
藤崎,Fujisaki
ひろと,Hiroto
広戸,Hiroto
ふかうら,Fukaura
深浦,Fukaura
くろいし,Kuroishi
黒石,Kuroishi
さかいまつ,Sakaimatsu
境松,Sakaimatsu
かわべ,Kawabe
川部,Kawabe
いなかだて,Inakadate
田舎館,Inakadate
おのえこうこうまえ,Onoe Kōkōmae
尾上高校前,Onoe Kōkōmae
つがるおのえ,Tsugaru-onoe
津軽尾上,Tsugaru-onoe
ないじょうし,Naijōshi
撫牛子,Naijōshi
はくのうこうこうまえ,Hakunō Kōkōmae
柏農高校前,Hakunō Kōkōmae
ひろさき,Hirosaki
弘前,Hirosaki
ちゅうおうひろさき,Chūōhirosaki
中央弘前,Chūōhirosaki
よこいそ,Yokoiso
横磯,Yokoiso
ひらか,Hiraka
平賀,Hiraka
ひろさきひがしこうまえ,Hirosaki Higashikōmae
弘前東高前,Hirosaki Higashikōmae
ひろこうした,Hirokōshita
弘高下,Hirokōshita
うんどうこうえんまえ,Undō Kōenmae
運動公園前,Undō Kōenmae
にさと,Nisato
新里,Nisato
たちた,Tachita
館田,Tachita
にしひろさき,Hirosaki Gakuindainae
ひろさきがくいんだいまえ,Hirosaki Gakuindainae
弘前学院大前,Hirosaki Gakuindainae
西弘前,Hirosaki Gakuindainae
じょうなん,Seiai Chūkōmae
せいあいちゅうこうまえ,Seiai Chūkōmae
城南,Seiai Chūkōmae
聖愛中高前,Seiai Chūkōmae
へなし,Henashi
艫作,Henashi
ちとせ,Chitose
千年,Chitose
こぐりやま,Koguriyama
小栗山,Koguriyama
まつきたい,Matsukitai
松木平,Matsukitai
つがるおおさわ,Tsugaru-ōsawa
津軽大沢,Tsugaru-ōsawa
いしかわ,Ishikawa
石川,Ishikawa
ぎじゅくこうこうまえ,Gijuku Kōkōmae
義塾高校前,Gijuku Kōkōmae
うぇすぱつばきやま,We Spa Tsubakiyama
ウェスパ椿山,We Spa Tsubakiyama
いしかわ,Ishikawa
石川,Ishikawa
むつさわべ,Mutsu-sawabe
陸奥沢辺,Mutsu-sawabe
むついわさき,Mutsu-iwasaki
陸奥岩崎,Mutsu-iwasaki
いしかわプールまえ,Ishikawa Pool Mae
石川プール前,Ishikawa Pool Mae
さばいし,Sabaishi
鯖石,Sabaishi
しゅくがわら,Shukugawara
宿川原,Shukugawara
おおわに,Ōwani
大鰐,Ōwani
おおわにおんせん,Ōwani Onsen
大鰐温泉,Ōwani Onsen
ながみね,Nagamine
長峰,Nagamine
じゅうにこ,Jūniko
十二湖,Jūniko
まつかみ,Matsukami
松神,Matsukami
いかりがせき,Ikarigaseki
碇ヶ関,Ikarigaseki
しらかみだけとざんぐち,Shirakamidake Tozanguchi
白神岳登山口,Shirakamidake Tozanguchi
おおまごし,Ōmagoshi
大間越,Ōmagoshi
つがるゆのさわ,Tsugaru Yunosawa
津軽湯の沢,Tsugaru Yunosawa
ひがしおおだて,Higashiōdate
東大館,Higashiōdate
はやぐち,Hayaguchi
早口,Hayaguchi
しばひら,Shibahira
柴平,Shibahira
さわめ,Sawame
沢目,Sawame
すえひろ,Suehiro
末広,Suehiro
さわじり,Sawajiri
沢尻,Sawajiri
どぶかい,Dobukai
土深井,Dobukai
ぬかざわ,Nukazawa
糠沢,Nukazawa
とりがた,Torigata
鳥形,Torigata
おうぎた,Ōgita
扇田,Ōgita
じゅうにしょ,Jūnisho
十二所,Jūnisho
おおたきおんせん,Ōtaki Onsen
大滝温泉,Ōtaki Onsen
かづのはなわ,Kazunohanawa
鹿角花輪,Kazunohanawa
きたのしろ,Kitanoshiro
北能代,Kitanoshiro
たかのす,Takanosu
鷹ノ巣,Takanosu
にしたかのす,Nishitakanosu
西鷹巣,Nishitakanosu
たやま,Tayama
